ra1,ra2,ra3,ra4,ra5,ra6,rasq1,rasq2,rasq3,rasq4,rasq5,rasq6,radiff1,radiff2,radiff3,radiff4,radiff5,radiff6,radiffsq1,radiffsq2,radiffsq3,radiffsq4,radiffsq5,radiffsq6,spike1
0.00273061853738,0.00103340089313,0.00114264323413,-0.0286333989756,0.0196627078937,0.125762373562,7.45627759666e-06,1.06791740591e-06,1.30563356049e-06,0.000819871536897,0.000386622081715,0.0158161746041,,,,,,,,,,,,,0
0.00220709853738,0.00109195089313,0.00109686323413,-0.0316995989756,-0.00263499210625,0.116329373562,4.87128395368e-06,1.192356753e-06,1.20310895438e-06,0.00100486457522,6.9431834e-06,0.0135325231534,-0.00052352,5.855e-05,-4.578e-05,-0.0030662,-0.0222977,-0.009433,2.740731904e-07,3.4281025e-09,2.0958084e-09,9.40158244e-06,0.00049718742529,8.8981489e-05,0
0.00228676853738,0.000990370893125,0.00103649323413,-0.0185058989756,-0.00207759210625,0.131566373562,5.22931034353e-06,9.80834505949e-07,1.07431822439e-06,0.000342468296896,4.31638895995e-06,0.0173097106524,7.967e-05,-0.00010158,-6.037e-05,0.0131937,0.0005574,0.015237,6.3473089e-09,1.03184964e-08,3.6445369e-09,0.00017407371969,3.1069476e-07,0.000232166169,0
0.00221431853738,0.000998670893125,0.00109624323413,-0.0214620989756,-0.00537659210625,0.135135373562,4.90320658496e-06,9.97343552775e-07,1.20174922836e-06,0.00046062169244,2.8907742677e-05,0.0182615691879,-7.245e-05,8.3e-06,5.975e-05,-0.0029562,-0.003299,0.003569,5.2490025e-09,6.889e-11,3.5700625e-09,8.73911844e-06,1.0883401e-05,1.2737761e-05,0
0.00272405853738,0.000969670893125,0.000973093234125,-0.0208605989756,0.0229779078938,0.117875373562,7.42049491505e-06,9.40261640974e-07,9.469104423e-07,0.000435164589622,0.000527984251174,0.0138946036925,0.00050974,-2.9e-05,-0.00012315,0.0006015,0.0283545,-0.01726,2.598348676e-07,8.41e-10,1.51659225e-08,3.6180225e-07,0.00080397767025,0.0002979076,0
0.00193014853738,0.00114705089313,0.00102214323413,-0.0248573989756,0.00257890789375,0.121390373562,3.72547337633e-06,1.31572575142e-06,1.04477679107e-06,0.000617890283833,6.65076592445e-06,0.0147356227936,-0.00079391,0.00017738,4.905e-05,-0.0039968,-0.020399,0.003515,6.302930881e-07,3.14636644e-08,2.4059025e-09,1.597441024e-05,0.000416119201,1.2355225e-05,0
0.00257306853738,0.000945890893125,0.00112451323413,-0.0225136989756,-0.00449289210625,0.105612373562,6.62068169803e-06,8.94709581697e-07,1.26453001372e-06,0.000506866641565,2.01860794784e-05,0.0111539734495,0.00064292,-0.00020116,0.00010237,0.0023437,-0.0070718,-0.015778,4.133461264e-07,4.04653456e-08,1.04796169e-08,5.49292969e-06,5.001035524e-05,0.000248945284,0
0.00201706853738,0.00100065089313,0.00106908323413,-0.0276142989756,0.0120739078937,0.126216373562,4.06856548447e-06,1.00130220991e-06,1.14293896149e-06,0.000762549507915,0.000145779251827,0.0159305729553,-0.000556,5.476e-05,-5.543e-05,-0.0051006,0.0165668,0.020604,3.09136e-07,2.9986576e-09,3.0724849e-09,2.601612036e-05,0.00027445886224,0.000424524816,0
0.00273802853738,0.000925040893125,0.000953173234125,-0.0250673989756,0.0181982078937,0.0868771735625,7.49680027148e-06,8.55700653953e-07,9.08539214252e-07,0.000628374491403,0.000331174770544,0.00754764328621,0.00072096,-7.561e-05,-0.00011591,0.0025469,0.0061243,-0.0393392,5.197833216e-07,5.7168721e-09,1.34351281e-08,6.48669961e-06,3.750705049e-05,0.00154757265664,0
0.00214008853738,0.00106693089313,0.00110122323413,-0.0190239989756,-0.0208104421063,0.103721373562,4.5799789478e-06,1.1383415307e-06,1.21269261138e-06,0.000361912537025,0.000433074500658,0.0107581233337,-0.00059794,0.00014189,0.00014805,0.0060434,-0.03900865,0.0168442,3.575322436e-07,2.01327721e-08,2.19188025e-08,3.652268356e-05,0.00152167477482,0.00028372707364,0
0.00272095853738,0.000924260893125,0.00109003323413,-0.0205559989756,-0.00241169210625,0.0884197735625,7.40361536211e-06,8.5425819856e-07,1.1881724515e-06,0.000422549093886,5.81625881535e-06,0.00781805635684,0.00058087,-0.00014267,-1.119e-05,-0.001532,0.01839875,-0.0153016,3.374099569e-07,2.03547289e-08,1.252161e-10,2.347024e-06,0.000338514001562,0.00023413896256,0
0.00198553853738,0.00112613089313,0.00111416323413,-0.0270562989756,-0.0153351891063,0.115097373562,3.9423632834e-06,1.26817078845e-06,1.24135971228e-06,0.000732043314258,0.000235168024924,0.013247405401,-0.00073542,0.00020187,2.413e-05,-0.0065003,-0.012923497,0.0266776,5.408425764e-07,4.07514969e-08,5.822569e-10,4.225390009e-05,0.000167016774709,0.00071169434176,0
0.00248732853738,0.000937490893125,0.000999903234125,-0.0196197989756,0.0129630078938,0.0760713735625,6.18680325284e-06,8.78889174692e-07,9.99806477614e-07,0.000384936511844,0.000168039573653,0.00578685387569,0.00050179,-0.00018864,-0.00011426,0.0074365,0.028298197,-0.039026,2.517932041e-07,3.55850496e-08,1.30553476e-08,5.530153225e-05,0.000800787953451,0.001523028676,0
0.00211162853738,0.000971470893125,0.00115049323413,-0.0229880989756,-0.0206523621063,0.0903901735625,4.45897507986e-06,9.43755696189e-07,1.32363468177e-06,0.000528452694513,0.000426520060568,0.00817038347666,-0.0003757,3.398e-05,0.00015059,-0.0033683,-0.03361537,0.0143188,1.4115049e-07,1.1546404e-09,2.26773481e-08,1.134544489e-05,0.00112999310024,0.00020502803344,0
0.00239795853738,0.000959770893125,0.000974813234125,-0.0183883989756,-0.00066519210625,0.0681144735625,5.75020514697e-06,9.2116016729e-07,9.50260841425e-07,0.000338133216887,4.42480538217e-07,0.0046395815087,0.00028633,-1.17e-05,-0.00017568,0.0045997,0.01998717,-0.0222757,8.19848689e-08,1.3689e-10,3.08634624e-08,2.115724009e-05,0.000399486964609,0.00049620681049,0
0.00195535853738,0.000836120893125,0.000920213234125,-0.0229453989756,-0.0352281921063,0.0845811735625,3.82342700969e-06,6.9909814792e-07,8.46792396259e-07,0.000526491334151,0.00124102551907,0.00715397492121,-0.0004426,-0.00012365,-5.46e-05,-0.004557,-0.034563,0.0164667,1.9589476e-07,1.52893225e-08,2.98116e-09,2.0766249e-05,0.001194600969,0.00027115220889,0
0.00138058853738,0.00105192089313,0.000719924234125,-0.0208453989756,-0.00512109210625,0.0789799735625,1.90602470953e-06,1.10653756539e-06,5.1829090288e-07,0.000434530658453,2.62255843607e-05,0.00623783622393,-0.00057477,0.0002158,-0.000200289,0.0021,0.0301071,-0.0056012,3.303605529e-07,4.656964e-08,4.0115683521e-08,4.41e-06,0.00090643747041,3.137344144e-05,0
0.00191536853738,0.000801446893125,0.000533124234125,-0.00797174897563,-0.0520146921062,0.0929873735625,3.66863663397e-06,6.423171225e-07,2.84221449011e-07,6.35487817304e-05,0.00270552819491,0.00864665164205,0.00053478,-0.000250474,-0.0001868,0.01287365,-0.0468936,0.0140074,2.859896484e-07,6.2737224676e-08,3.489424e-08,0.000165730864323,0.00219900972096,0.00019620725476,0
